reporting_entity_name_legal,reporting_entity_name_common,reporting_entity_type,machine_readable_url,machine_readable_url_status,machine_readable_page,supplemental_url,file_name,file_format,meets_standard,standard_issue,state_or_region,last_updated_date,entry_date,notes
,UPMC Northwest,hospital,https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-json-files/250489010_upmc-northwest_standardcharges.csv?la=en&rev=3636439c4cd14aaba2bcb01bf960ed7c&hash=E704E3E6AEDC84E14A46FEF320D52002,up,https://www.upmc.com/locations/hospitals/northwest/patients-visitors/patient-information/cdm,,250489010_upmc-northwest_standardcharges.csv,csv,,,PA,,2022-05-09,
,UPMC Passavant,hospital,https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-json-files/250965451_upmc-passavant_standardcharges.csv?la=en&rev=4c52ed8382aa44cbaae609b11da716fb&hash=77E430BDD0F36BC50103968A848B53EC,up,https://www.upmc.com/locations/hospitals/passavant/patients-visitors/passavant-patient-info/cdm,,250965451_upmc-passavant_standardcharges.csv,csv,,,PA,,2022-05-09,
,UPMC Presbyterian,hospital,https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-json-files/250965480_presbyterian-shadyside_standardcharges.csv?la=en&rev=dbbf4c60c8414cec803619ef5fa9cd01&hash=19AF136F03DADEA1B55314A33CC15D37,up,https://www.upmc.com/locations/hospitals/presbyterian/patients-visitors/patient-information/cdm,,250965480_presbyterian-shadyside_standardcharges.csv,csv,,,PA,,2022-05-09,
,UPMC Shadyside,hospital,https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-json-files/250965480_presbyterian-shadyside_standardcharges.csv?la=en&rev=dbbf4c60c8414cec803619ef5fa9cd01&hash=19AF136F03DADEA1B55314A33CC15D37,up,https://www.upmc.com/locations/hospitals/shadyside/patient-visitor-resources/patient-information/cdm,,250965480_presbyterian-shadyside_standardcharges.csv,csv,,,PA,,2022-05-09,
,UPMC Somerset,hospital,https://www.somersethospital.com/wp-content/uploads/2022/03/250965570_upmc-somerset_standardcharges.csv,up,https://www.somersethospital.com/patient-visitor-info/financial-assistance-policy-2/,,250965570_upmc-somerset_standardcharges.csv,csv,,,PA,,2022-05-09,
,UPMC St. Margaret,hospital,https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-json-files/232875070_upmc-st-margaret_standardcharges.csv?la=en&rev=64a9bc0dd4b84b11b4ce79df34857c9d&hash=71FC21069C65D67AE781889B5F898B12,up,https://www.upmc.com/locations/hospitals/st-margaret/patients-visitors/patient-information/cdm,,232875070_upmc-st-margaret_standardcharges.csv,csv,,,PA,,2022-05-09,
,UPMC Wellsboro,hospital,https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-json-files/232176963_upmc-wellsboro_standardcharges.csv?la=en&rev=245d4a37106c4e8988c1b6fba4b3649b&hash=8B03F5D7F25478EC952646B175EE8D82,up,https://www.upmc.com/locations/hospitals/wellsboro/patients-visitors/patient-info/cdm,,232176963_upmc-wellsboro_standardcharges.csv,csv,,,PA,,2022-05-09,
,UPMC West Shore,hospital,https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-json-files/machine-readable-csv-not-json/251778644_upmc-pinnacle-hospitals_standardcharges.csv?la=en&rev=2c2aa881ba4741539065886d7c75ca0b&hash=CB49AB81679C35462F80E4D23263DAFF,up,https://www.upmc.com/locations/hospitals/west-shore/patients-visitors/patient-info/cdm,,251778644_upmc-pinnacle-hospitals_standardcharges.csv,csv,,,PA,,2022-05-09,
,UPMC Western Psychiatric Hospital,hospital,https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-json-files/250965480_upmc-western-psychiatric_standardcharges.csv?la=en&rev=4a231205ccf84d8f92496e0faf77f2a2&hash=73F4096569E2C486ECB8C688885703CF,up,https://www.upmc.com/locations/hospitals/western-psychiatric/about/cdm,,250965480_upmc-western-psychiatric_standardcharges.csv,csv,,,PA,,2022-05-09,
,UPMC Williamsport,hospital,https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-json-files/240795508_upmc-williamsport_standardcharges.csv?la=en&rev=1395c1c621494b159af91fee8604f0f0&hash=F102F7A7511CC155DAEF5C75539BA91F,up,https://www.upmc.com/locations/hospitals/williamsport/patients-visitors/patient-info/cdm,,240795508_upmc-williamsport_standardcharges.csv,csv,,,PA,,2022-05-09,
,UPMC Williamsport Divine Providence Campus,hospital,https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-json-files/240795508_upmc-williamsport_standardcharges.csv?la=en&rev=1395c1c621494b159af91fee8604f0f0&hash=F102F7A7511CC155DAEF5C75539BA91F,up,https://www.upmc.com/locations/hospitals/williamsport/patients-visitors/patient-info/cdm,,240795508_upmc-williamsport_standardcharges.csv,csv,,,PA,,2022-05-09,
,Warren General Hospital,hospital,https://goldteamstorage.blob.core.windows.net/hpifilestorage/8133/250965598_HPI-CDM_standardcharges.json,up,https://www.wgh.org/pricing-for-healthcare-services#gsc.tab=0,,250965598_warren-general-hospital_standardcharges.json,json,,,PA,,2022-05-09,
,Washington Health System,hospital,https://whs.org/wp-content/uploads/2022/03/25-0965600_Washington-Hospital_standardcharges_032822.xlsx,up,https://whs.org/patient-guests/,,25-0965600_Washington-Hospital_standardcharges_032822.xlsx,xlsx,false,"File type is xlsx. Proprietary Excel format, and not accepted afaik",PA,,2022-05-09,
,Washington Health System Greene,hospital,https://whs.org/wp-content/uploads/2022/03/47-3884840_Washington-Health-System-Greene_standardcharges_032822.xlsx,up,https://whs.org/patient-guests/,,47-3884840_Washington-Health-System-Greene_standardcharges_032822.xlsx,xlsx,false,"File type is xlsx. Proprietary Excel format, and not accepted afaik",PA,,2022-05-09,
,Wayne Memorial Hospital,hospital,https://www.wmh.org/wp-content/uploads/2021/09/WMH-Charge-Info-2021-Website.v2.xlsx,up,https://www.wmh.org/wayne-memorial-hospital/cost-charges/,,WMH-Charge-Info-2021-Website.v2.xlsx,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",PA,,2022-05-09,
,WellSpan Chambersburg Hospital,hospital,https://www.wellspan.org/media/2626492/230465970_chambersburg-hospital_standardcharges.json,up,https://www.wellspan.org/patients-visitors/patient-guide/billing-insurance/cost-of-care/,,230465970_chambersburg-hospital_standardcharges.json,json,,,PA,,2022-05-09,
,WellSpan Ephrata Community Hospital,hospital,https://www.wellspan.org/media/2659831/231370484_ephrata-hospital_standardcharges.json,up,https://www.wellspan.org/patients-visitors/patient-guide/billing-insurance/cost-of-care/,,231370484_ephrata-hospital_standardcharges.json,json,,,PA,,2022-05-09,
,WellSpan Gettysburg Hospital,hospital,https://www.wellspan.org/media/2659843/231352220_gettysburg-hospital_standardcharges.json,up,https://www.wellspan.org/patients-visitors/patient-guide/billing-insurance/cost-of-care/,,231352220_gettysburg-hospital_standardcharges.json,json,,,PA,,2022-05-09,
,WellSpan Good Samaritan Hospital,hospital,https://www.wellspan.org/media/2659840/230794160_good-samaritan-hospital_standardcharges.json,up,https://www.wellspan.org/patients-visitors/patient-guide/billing-insurance/cost-of-care/,,230794160_good-samaritan-hospital_standardcharges.json,json,,,PA,,2022-05-09,
,WellSpan Surgery & Rehabilitation Hospital,hospital,https://www.wellspan.org/media/2659828/232899911_wellspan-surgery-and-rehabilitation-hospital_standardcharges.json,up,https://www.wellspan.org/patients-visitors/patient-guide/billing-insurance/cost-of-care/,,232899911_wellspan-surgery-and-rehabilitation-hospital_standardcharges.json,json,,,PA,,2022-05-09,
,WellSpan Waynesboro Hospital,hospital,https://www.wellspan.org/media/2659834/231360854_waynesboro-hospital_standardcharges.json,up,https://www.wellspan.org/patients-visitors/patient-guide/billing-insurance/cost-of-care/,,231360854_waynesboro-hospital_standardcharges.json,json,,,PA,,2022-05-09,
,WellSpan York Hospital,hospital,https://www.wellspan.org/media/2659837/231352222_york-hospital_standardcharges.json,up,https://www.wellspan.org/patients-visitors/patient-guide/billing-insurance/cost-of-care/,,231352222_york-hospital_standardcharges.json,json,,,PA,,2022-05-09,
,Wills Eye Hospital,hospital,https://www.willseye.org/wp-content/uploads/2021/01/Wills-Eye-Hospital-standardcharges.csv,up,https://www.willseye.org/patients-visitors/current-standard-charges/,,Wills-Eye-Hospital-standardcharges.csv,csv,,,PA,,2022-05-09,
MedStar Health,MedStar Franklin Square Medical Center,hospital,https://www.medstarhealth.org/-/media/project/mho/medstar/footer/price-transparency-disclosure/price-transparency-2022/520608007_medstar-franklin-square-medical-center_standard-charges.xlsx,up,https://www.medstarhealth.org/price-transparency-disclosures,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,2021-12-31,2022-05-04,
,MedStar Georgetown University Hospital,hospital,https://www.medstarhealth.org/-/media/project/mho/medstar/footer/price-transparency-disclosure/price-transparency-2022/medstar-georgetown-university-hospital_standard-charges.xlsx,up,https://www.medstarhealth.org/price-transparency-disclosures,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,2021-12-31,2022-05-04,
,MedStar Good Samaritan Hospital,hospital,https://www.medstarhealth.org/-/media/project/mho/medstar/footer/price-transparency-disclosure/price-transparency-2022/520591607_medstar-good-samaritan-hospital_standard-charges.xlsx,up,https://www.medstarhealth.org/price-transparency-disclosures,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,2021-12-31,2022-05-04,
,MedStar Harbor Hospital,hospital,https://www.medstarhealth.org/-/media/project/mho/medstar/footer/price-transparency-disclosure/price-transparency-2022/520491660_medstar-harbor-hospital_standard-charges.xlsx,up,https://www.medstarhealth.org/price-transparency-disclosures,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,2021-12-31,2022-05-04,
,MedStar Montgomery Medical Center,hospital,https://www.medstarhealth.org/-/media/project/mho/medstar/footer/price-transparency-disclosure/price-transparency-2022/520646893_medstar-montgomery-medical-center_standard-charges.xlsx,up,https://www.medstarhealth.org/price-transparency-disclosures,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,2021-12-31,2022-05-04,
,MedStar National Rehabilitation Hospital,hospital,https://www.medstarhealth.org/-/media/project/mho/medstar/footer/price-transparency-disclosure/price-transparency-2022/medstar-national-rehabilitation-hospital_standard-charges.xlsx,up,https://www.medstarhealth.org/price-transparency-disclosures,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",DC,2021-12-31,2022-05-04,
,MedStar Southern Maryland Hospital Center,hospital,https://www.medstarhealth.org/-/media/project/mho/medstar/footer/price-transparency-disclosure/price-transparency-2022/460726303_medstar-southern-maryland-hospital-center_standard-charges.xlsx,up,https://www.medstarhealth.org/price-transparency-disclosures,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,2021-12-31,2022-05-04,
,MedStar St. Mary's Hospital,hospital,https://www.medstarhealth.org/-/media/project/mho/medstar/footer/price-transparency-disclosure/price-transparency-2022/520619006_medstar-st-marys-hospital_standard-charges.xlsx,up,https://www.medstarhealth.org/price-transparency-disclosures,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,2021-12-31,2022-05-04,
,MedStar Union Memorial Hospital,hospital,https://www.medstarhealth.org/-/media/project/mho/medstar/footer/price-transparency-disclosure/price-transparency-2022/520591685_medstar-union-memorial-hospital_standard-charges.xlsx,up,https://www.medstarhealth.org/price-transparency-disclosures,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,2021-12-31,2022-05-04,
,MedStar Washington Hospital Center,hospital,https://www.medstarhealth.org/-/media/project/mho/medstar/footer/price-transparency-disclosure/price-transparency-2022/medstar-washington-hospital-center_standard-charges.xlsx,up,https://www.medstarhealth.org/price-transparency-disclosures,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",DC,2021-12-31,2022-05-04,
LifeBridge Health,Sinair Hospital of Baltimore,hospital,https://www.lifebridgehealth.org/Uploads/Public/Documents/PriceTransparency/StandardCharges/2021/210012_SinaiHospital_rev10082021.xlsx,up,https://www.lifebridgehealth.org/Main/PriceTransparency.aspx,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,,2022-05-04,
,Northwest Hospital,hospital,https://www.lifebridgehealth.org/Uploads/Public/Documents/PriceTransparency/StandardCharges/Northwest-Hospital.xlsx,up,https://www.lifebridgehealth.org/Main/PriceTransparency.aspx,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,,2022-05-04,
,Carroll Hospital,hospital,https://www.lifebridgehealth.org/Uploads/Public/Documents/PriceTransparency/StandardCharges/2021/210033_CarrollHospital_rev10082021.xlsx,up,https://www.lifebridgehealth.org/Main/PriceTransparency.aspx,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,,2022-05-04,
,Levindale Hebrew Geriatric Center and Hospital,hospital,https://www.lifebridgehealth.org/Uploads/Public/Documents/PriceTransparency/StandardCharges/Levindale-2021.xlsx,up,https://www.lifebridgehealth.org/Main/PriceTransparency.aspx,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,,2022-05-04,
,Grace Medical Center,hospital,https://www.lifebridgehealth.org/Uploads/Public/Documents/PriceTransparency/StandardCharges/2021/210013_GraceMedical_rev10082021.xlsx,up,https://www.lifebridgehealth.org/Main/PriceTransparency.aspx,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,,2022-05-04,
Mercy,Mercy Medical Center,hospital,https://mdmercy.com/-/media/files/about-mercy/policies-and-documents/standard-charges2022.ashx,up,https://mdmercy.com/patients-and-visitors/billing-and-insurance/hospital-charge-and-facility-fee-information,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,,2022-05-04,
Hopkins Medicine,Howard County General Hospital,hospital,https://jhm-web-assets.s3.amazonaws.com/hopkinsmedicine/prod/charge-fees/522093120_HowardCountyGeneralHospital_standardcharges.csv,up,https://www.hopkinsmedicine.org/patient_care/patients-visitors/billing-insurance/pay-bill/charges-fees.html,,,csv,,,MD,,2022-05-04,
,The Johns Hopkins Hospital,hospital,https://jhm-web-assets.s3.amazonaws.com/hopkinsmedicine/prod/charge-fees/520591656_JohnsHopkinsHospital_standardcharges.csv,up,https://www.hopkinsmedicine.org/patient_care/patients-visitors/billing-insurance/pay-bill/charges-fees.html,,,csv,,,MD,,2022-05-04,
,Johns Hopkins Bayview Medical Center,hospital,https://jhm-web-assets.s3.amazonaws.com/hopkinsmedicine/prod/charge-fees/521341890_JohnsHopkinsBayview_standardcharges.csv,up,https://www.hopkinsmedicine.org/patient_care/patients-visitors/billing-insurance/pay-bill/charges-fees.html,,,csv,,,MD,,2022-05-04,
,Sibley Memorial Hospital,hospital,https://jhm-web-assets.s3.amazonaws.com/hopkinsmedicine/prod/charge-fees/530196602_SibleyMemorialHospital_standardcharges.csv,up,https://www.hopkinsmedicine.org/patient_care/patients-visitors/billing-insurance/pay-bill/charges-fees.html,,,csv,,,MD,,2022-05-04,
,Suburban Hospital,hospital,https://jhm-web-assets.s3.amazonaws.com/hopkinsmedicine/prod/charge-fees/520610545_SuburbanHospital_standardcharges.csv,up,https://www.hopkinsmedicine.org/patient_care/patients-visitors/billing-insurance/pay-bill/charges-fees.html,,,csv,,,MD,,2022-05-04,
,Johns Hopkins All Children's Hospital,hospital,https://www.hopkinsmedicine.org/patient_care/patients-visitors/billing-insurance/pay-bill/charges-fees.html,up,https://www.hopkinsallchildrens.org/Patients-Families/Patient-Financial-Information/How-Much-Care-Costs,,,csv,,,MD,,2022-05-04,
University of Maryland Medical Center,University of Maryland Medical Center,hospital,https://www.umms.org/ummc/-/media/files/ummc/patients-and-visitors/for-patients/hospital-charges/521362793-ummc-standard-charges--feb-2022.csv,up,https://www.umms.org/ummc/patients-visitors/for-patients/hospital-charges,,,csv,,,MD,,2022-05-04,"UMD doesn't seem to disclose based on individual procedures like others, also doesn't disclose ""physician services charges"""
,R. Adams Cowley Shock Trauma Center,hospital,https://www.umms.org/ummc/-/media/files/ummc/patients-and-visitors/for-patients/hospital-charges/521362793-um-r-adams-cowley-shock-trauma-center-standard-charges--feb-2022.csv,up,https://www.umms.org/ummc/patients-visitors/for-patients/hospital-charges,,,csv,,,MD,,2022-05-04,
Mt. Washington Pediatric Hospital,Mt. Washington Pediatric Hospital,hospital,https://www.mwph.org/-/media/files/mwph/patients-and-guests/hospital-charges/520591483-mtwashington-pediatric-hospital-standard-charges.csv,up,https://www.mwph.org/patients-and-guests/financial/hospital-charges,,,csv,,,MD,,2022-05-04,
Acension,Saint Vincent's East,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/al/630578923_ascension-saint-vincents-east_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",AL,2021-09-30,2022-05-04,
,Saint Vincent's Blount,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/al/630909073_saint-vincents-blount_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",AL,2021-09-30,2022-05-04,
,Saint Vincent's Birmingham,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/al/630288864_saint-vincents-birmingham_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",AL,2021-09-30,2022-05-04,
,Saint Vincent's Chilton,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/al/810935368_saint-vincents-chilton_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",AL,2021-09-30,2022-05-04,
,Saint Vincent's Saint Clair,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/al/631146531_saint-vincents-saint-clair_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",AL,2021-09-30,2022-05-04,
,Ascension Providence,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/al/630288861_ascension-providence_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",AL,2021-09-30,2022-05-04,
,Ascension St. Vincent's Riverside,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/fl/590624449_ascension-st-vincents-riverside_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",FL,2021-09-30,2022-05-04,
,Ascension St. Vincent's Southside,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/fl/260479484_ascension-st-vincents-southside_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",FL,2021-09-30,2022-05-04,
,Ascension St. Vincent's Clay County,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/fl/461523194_ascension-st-vincents-clay-county_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",FL,2021-09-30,2022-05-04,
,Ascension Sacred Heart Pensacola,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/fl/590634434_ascension-sacred-heart-pensacola_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",FL,2021-09-30,2022-05-04,
,Ascension Sacred Heart Emerald Coast,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/fl/721529708_ascension-sacred-heart-emerald-coast_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",FL,2021-09-30,2022-05-04,
,Ascension Sacred Heart Gulf,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/fl/300577249_ascension-sacred-heart-gulf_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",FL,2021-09-30,2022-05-04,
,Ascension Sacred Heart Bay,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/fl/900799724_ascension-sacred-heart-bay_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",FL,2021-09-30,2022-05-04,
,Alexian Brothers Medical Center (includes Alexian Brothers Rehab Hospital),hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/362596381_amita-health-alexian-brothers-medical-center-elk-grove-village-and-amita-health-rehabilitation-hospital-elk-grove-village_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IL,2021-09-30,2022-05-04,
,St. Alexius Medical Center (incl. Women's & Children's Hospitals),hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/364251846_amita-health-st-alexius-medical-center-hoffman-estates-and-amita-health-women-and-childrens-hospital-hoffman-estates_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IL,2021-09-30,2022-05-04,
,Alexian Brothers Behavioral Health Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/364251848_alexian-brothers-behavioral-health-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IL,2021-09-30,2022-05-04,
,Presence Holy Family Medical Center,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/362235165_amita-health-holy-family-medical-center-des-plaines_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IL,2021-09-30,2022-05-04,
,Presence Resurrection Medical Center,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/362235165_amita-health-resurrection-medical-center-chicago_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IL,2021-09-30,2022-05-04,
,Presence St Joseph Hospital - Chicago,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/362235165_amita-health-saint-joseph-hospital-chicago_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IL,2021-09-30,2022-05-04,
,Presence St Mary and Elizabeth Medical Center,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/362235165_amita-health-saints-mary-and-elizabeth-medical-center-chicago_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IL,2021-09-30,2022-05-04,
,Presence Mercy Medical Center - Aurora,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/364195126_amita-health-mercy-medical-center-aurora_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IL,2021-09-30,2022-05-04,
,Presence St Francis Hospital - Evanston,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/362235165_amita-health-saint-francis-hospital-evanston_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IL,2021-09-30,2022-05-04,
,Presence St Joseph Hospital - Elgin,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/364195126_amita-health-saint-joseph-hospital-elgin_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IL,2021-09-30,2022-05-04,
,Presence St Joseph Medical Center - Joliet,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/364195126_amita-health-saint-joseph-medical-center-joliet_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IL,2021-09-30,2022-05-04,
,Presence St Mary's Hospital - Kankakee,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/364195126_amita-health-st-marys-hospital-kankakee_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IL,2021-09-30,2022-05-04,
,Ascension St. Vincent Kokomo,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/350992717_ascension-st-vincent-kokomo-_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IN,2021-09-30,2022-05-04,
,Ascension St. Vincent Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/350869066_ascension-st-vincent-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IN,2021-09-30,2022-05-04,
